id,text,meta,annotation_approver,labels
77292,"Et à M. Hollande , le poste de metteur en scène dont on ne sait s ' il a encore prise sur ses acteurs. Car l ' exécutif craint de ne pas maîtriser cette machine à délitement , comme la qualifie un ministre , construite lors de la discussion sur les projets de loi de finances. Le débat était beaucoup entre socialistes , déplore M. Valls. Il y a eu un épuisement de l ' affrontement .",{},,"[[176, 205, 'off']]"
77293,"Aucune décision n ' est prise , assure Matignon. Si cette dernière hypothèse semblait tenir la corde , elle n ' en présente pas moins de sérieux inconvénients. Et un obstacle de taille : la loi du 11 décembre 1990 qui précise qu ' il ne peut être procédé à aucun redécoupage des circonscriptions électorales dans l ' année précédant l ' échéance normale de renouvellement des assemblées concernées . Les candidats , quant à eux , sont tenus d ' ouvrir leurs comptes de campagne un an avant les élections .",{},,[]
77294,"Pensez-vous , comme Nicolas Sarkozy , que la question est davantage de savoir comment protéger la zone euro du désastre grec que de simplement protéger la Grèce ? Ces deux objectifs ne peuvent être séparés. La zone euro , qui repose sur la solidarité et la discipline , ne peut pas renoncer à l ' un de ses deux piliers. Elle doit protéger chacun de ses membres .",{},,[]
77295,"Face au candidat ultralibéral François Fillon , il n ' est pas possible d ' avoir un candidat social-libéral , a ajouté l ' ancien ministre de l ' économie Arnaud Montebourg. Ne pas apparaître comme un félon Du côté des proches de M. Hollande , les avis sont partagés sur le cas Valls. Si certains - comme le ministre de la défense Jean-Yves Le Drian - ont toujours considéré qu ' il était le mieux placé si le chef de l ' Etat se retirait , d ' autres rechignent à lui donner leurs voix , trop remontés encore par sa déstabilisation de la présidence ces dernières semaines. Le ministre de l ' agriculture , Stéphane Le Foll , très critique en privé contre M. Valls ces dernières semaines , ne semble pas prêt pour le moment à passer avec armes et bagages dans son camp .",{},,"[[442, 487, 'off']]"
77298,"Ce faux candide y excelle. Sous ses airs de bedeau de village , il est en fait extrêmement malin , faisait remarquer l ' un de ses proches amis. Bien qu ' il n ' aime pas se fâcher , son filet de voix un peu chevrotante , accompagnée d ' un accent traînant , l ' oblige parfois à hausser le ton. Quand il pique une grosse colère , elle retombe aussitôt .",{},,"[[99, 143, 'off']]"
77299,"François Fillon parle d ' assassinat. Aujourd ' hui , je le dis avec des mots durs , j ' assiste plutôt à un suicide collectif , se désole ce dernier sur France Info. Un sentiment largement partagé chez les parlementaires de droite. En off , beaucoup disent leur désarroi et leur crainte que cette élection théoriquement imperdable ne soit déjà perdue .",{},,"[[233, 271, 'off']]"
77300,"La nouvelle équipe , attendue dans les prochains jours , ne devrait pas être bouleversée. Aucun des grands ministres en poste ne devrait partir ou changer de portefeuille , et le nouveau gouvernement restera resserré , selon un proche de l ' exécutif. Seuls des ajustements sont prévus pour combler des manques ou décharger certains ministères obèses. Entre quatre et six secrétaires d ' Etat pourraient être nommés , ainsi que des hauts-commissaires , explique-t-on dans l ' entourage d ' Emmanuel Macron .",{},,"[[219, 250, 'off'], [453, 505, 'off']]"
77301,"Conclusion de l ' affaire , la Bourse n ' est rentable pour l ' investisseur que s ' il détient dans son portefeuille les ( futures ) stars de la cote. Plus qu ' on ne le croyait , la Bourse s ' apparente davantage au capital-risque : beaucoup d ' échecs , et quelques pépites qui viennent sauver l ' ensemble. Il ne s ' agit pas d ' un casino où l ' on finit toujours par perdre contre la banque , mais d ' un jeu où on ne peut pas gagner si on ne décroche pas à un moment le jackpot , si on n ' a pas le nez creux pour investir dans les Google , Coca-Cola ou ­JPMorgan. Conclusion du professeur Bessembinder : La leçon à retenir de cette étude , c ' est qu ' il faut fortement diversifier son portefeuille .",{},,[]
77302,"Cédric O , chargé des participations de l ' Etat et de l ' économie numérique , a ainsi été le trésorier d ' En marche ! durant la campagne présidentielle et fut membre de la commission d ' investiture du mouvement. Lui , c ' est un vrai mormon , grince un parlementaire macroniste , reprenant l ' expression utilisée par certains élus pour désigner la garde prétorienne de jeunes technocrates qui entoure le chef de l ' Etat. Il ne faut pas être dupe .",{},,"[[247, 281, 'off']]"
77303,"Si l ' élection se faisait sur ma présence sur le terrain , je n ' aurais pas d ' inquiétude. Mais j ' ai l ' impression que d ' autres choses vont rentrer en considération , lâche-t-il avec un sourire forcé. Il sait que , si le 11 juin , au soir du premier tour , son siège est perdu , ce sera un petit séisme local. Et un signe supplémentaire de la déroute du PS .",{},,[]
77304,"Cette stratégie a atteint son paroxysme après les attentats de janvier : M. Gantzer n ' a pas lâché le chef de l ' Etat une seconde , au point d ' assister aux réunions de crise avec les ministres et les patrons des services de police et de renseignement. Il n ' est certes pas au fondement du regain de popularité du président ni de son changement d ' image , qu ' à l ' Elysée on espère durable. Mais il a su se rendre indispensable. On a l ' impression que Gaspard est devenu une sorte de porte-bonheur pour le président , résume un conseiller ministériel .",{},,"[[526, 558, 'off']]"
77305,"Surtout , ni le camp présidentiel ni les députés LRM n ' étaient en mesure de dire si le vote aurait lieu à bulletin secret ou à main levée. Cette dernière option semblait être privilégiée pour pousser les élus à se plier au choix présidentiel. Si le vote est secret , il y a un risque que cela ouvre la porte à des bulletins blancs ou nuls et que Ferrand soit mal élu , décryptait un élu macroniste. Le fait que l ' éphémère ministre soit l ' unique prétendant en lice faisait aussi grincer des dents .",{},,"[[371, 399, 'off']]"
77306,"Ce n ' est pas l ' option privilégiée par M. Richert. L ' annulation de la baisse des dotations , c ' est one shot , donc ça n ' a aucun intérêt , souligne son entourage. Le président de l ' ARF insiste pour que les régions puissent disposer de ressources pérennes et dynamiques . On a besoin d ' un levier qui nous redonne un peu de marge , insiste le président de la région Grand Est , rappelant que les régions sont les collectivités territoriales les plus fragiles .",{},,"[[147, 169, 'off']]"
77307,"Depuis des semaines , cet élu prévient d ' un risque de scission , assurant que la majorité de 2012 ne tiendra jamais jusqu ' en 2017 . L ' hypothèse d ' un groupe parlementaire socialiste dissident refait surface , ce qui serait un important moyen de pression , d ' autant plus si le Sénat bascule à droite aux sénatoriales de septembre. Les écologistes semblent en outre de plus en plus difficiles à retenir , et même les radicaux de gauche commencent à montrer les dents. Avec , en outre , un parti totalement atone , les points d ' appui de François Hollande commencent à fondre comme neige au soleil .",{},,[]
77308,Je comprends la colère et les doutes des Français. Chacun d ' entre nous s ' interroge en conscience. Est-ce que tout a été fait ? Est-ce que nous avons pris conscience du phénomène ?,{},,[]
77309,"En d ' autres temps , l ' échelle des valeurs était tout autre. Quand , en juin 2005 , en pleine affaire Clearstream , Nicolas Sarkozy fit son retour place Beauvau après un bref séjour au ministère de l ' économie suivi de quelques mois à l ' extérieur du gouvernement , il avait expliqué : Je serai mieux protégé au ministère de l ' intérieur que par les permanents de l ' UMP. Plus tard , quand il était chef de l ' Etat , il n ' était pas rare que l ' exécutif fasse remonter des informations issues de procédures judiciaires , voire le reconnaisse. Exemple : ce communiqué du 22 septembre 2011 dans lequel l ' Elysée affirmait que , s ' agissant de l ' affaire dite de Karachi , le nom du chef de l ' Etat n ' apparaît dans aucun des éléments du dossier .",{},,[]
77310,"En l ' espace de quarante-huit heures , le ministre de l ' économie a ainsi affirmé préférer , dans la revue Risques , la taxation de la succession à l ' impôt sur la fortune , avant de se voir opposer un ferme démenti par le premier ministre. Ajouté , dans une interview au quotidien belge Le Soir , que son mouvement En marche ! ambitionnait de nourrir un projet présidentiel . Et répliqué sans complexe au chef de l ' Etat , dans un entretien à plusieurs titres de la presse quotidienne régionale , que lorsqu ' un président nomme quelqu ' un ministre , il le fait parce qu ' il pense que c ' est bon pour son pays , pas pour en faire son obligé .",{},,[]
77311,"LeMans a définitivement cassé quelque chose entre eux , raconte un intime de Montebourg. Sa relation avec Peillon a changé du tout au tout. Arnaud aimait beaucoup Vincent , c ' étaient de vrais amis , pas de simples alliés. Après LeMans , il a considéré que ce n ' était plus quelqu ' un de fiable , il le pense encore .",{},,"[[56, 87, 'off']]"
77312,"Ce n ' était pas digne d ' un débat présidentiel , déplore un patron de fédération frontiste. Macron , on avait l ' impression qu ' il avait un projet. Marine , à part les fondamentaux , ce n ' était franchement pas top. L ' agressivité de la députée européenne dans ce débat pose question , alors que ce type de rendez-vous offre en général une occasion de se présidentialiser et de dérouler son projet .",{},,"[[51, 92, 'off']]"
77313,"Il faut se battre pour obtenir des gains tangibles sur un certain nombre de sujets , dont la transition énergétique , explique la secrétaire nationale d ' EELV , Emmanuelle Cosse. Il faut qu ' on sorte de notre position de commentateurs : d ' ici à mai se jouent la plupart des arbitrages. Ça nous oblige à être dans la persuasion. Nettement plus critique , un second texte , soutenu non seulement par la gauche du parti mais aussi par des membres de la majorité , appelle à ne pas voter la confiance au gouvernement en juin si rien ne bouge .",{},,[]
77314,"L ' équipe , qui planche sur l ' agenda des prochaines semaines , réfute néanmoins toute tentation de s ' en référer à l ' exemple de François Mitterrand , qui , après sa défaite aux municipales de 1983 , s ' était raréfié pour se représidentialiser sous la houlette de Jacques Pilhan. Il s ' agit de bien gérer la solennité plutôt que la rareté , indique un proche du président , notamment sur la série de commémorations qui l ' attend dans les prochaines semaines , du déplacement à Berlin aux cérémonies commémoratives du Débarquement et jusqu ' au centenaire de la Grande Guerre. La question n ' est pas trop ou trop peu , poursuit ce proche , pour qui la reconquête passe par le fait de faire mieux connaître la personnalité du président , entre empathie , sens de l ' humour et de l ' écoute des Français . Et de résumer : Il faut reconquérir le terrain humain et retrouver le sens du tempo .",{},,"[[348, 378, 'off'], [627, 645, 'off']]"
